meal_id,carbs,proteins,fats,calories,meal_type,diet_type,pct_carbs,protein_per_kg,water_intake_liters
3498,204.15,82.12,54.62,1708.0,Breakfast,Vegan,0.4989429692177973,1.2535490764768735,2
3499,220.97,88.96,59.02,2357.0,Lunch,Low-Carb,0.4991134451408888,0.999101527403414,3
3500,198.96,79.01,52.71,1767.0,Dinner,Keto,0.5017052582473349,1.2095835884874466,2
3501,300.77,121.21,79.69,1951.0,Lunch,Keto,0.5002141256397783,1.654292343387471,2
3502,182.03,72.14,48.58,1622.0,Lunch,Balanced,0.5008047320998693,1.2352739726027395,2
3503,221.13,87.37,58.36,2294.0,Snack,Paleo,0.5027852936495305,0.9896918894426824,3
3504,283.9,113.98,75.87,1606.0,Dinner,Vegan,0.4993074944489634,2.002811456685996,1
3505,280.41,112.78,74.98,2319.0,Lunch,Keto,0.4990434155847622,1.3113953488372092,3
3506,209.53,83.44,55.6,1796.0,Dinner,Keto,0.5011840122467529,1.2702085553356677,2
3507,269.2,108.45,72.6,2452.0,Breakfast,Vegetarian,0.4975970425138632,1.1895360315893386,2
3508,325.62,128.37,85.67,2389.0,Snack,Vegan,0.5034731483306856,1.4253830779480348,1
3509,192.12,77.8,50.96,2002.0,Breakfast,Keto,0.4995579593322585,1.056060811727976,2
3510,269.75,108.29,71.96,3105.0,Lunch,Low-Carb,0.4995832947495138,0.9428820200261212,2
3511,188.96,76.06,50.62,1943.0,Lunch,Balanced,0.4986870406291649,1.0499723909442298,3
3512,207.85,82.77,55.28,1546.0,Dinner,Paleo,0.5008433734939759,1.4809447128287707,1
3513,271.94,108.53,72.22,2076.0,Breakfast,Low-Carb,0.5008425957474238,1.5232280701754386,2
3514,231.59,91.78,61.23,3105.0,Dinner,Balanced,0.5022146322951397,0.8114225090619751,3
3515,255.38,103.26,68.26,2024.0,Snack,Paleo,0.4985699643711259,1.3879032258064516,3
3516,218.62,87.98,58.4,1674.0,Lunch,Low-Carb,0.4991324200913242,1.402966034125339,1
3517,221.9,90.23,59.72,1872.0,Snack,Vegetarian,0.496976483762598,1.2454106280193238,1
3518,296.94,118.75,79.03,2291.0,Lunch,Vegetarian,0.5003138123781081,1.3625932300631094,3
3519,179.16,71.51,47.3,2474.0,Dinner,Balanced,0.5017152298407986,0.7069698467622343,3
3520,239.75,95.33,63.56,3275.0,Breakfast,Keto,0.5014746177497961,0.7590572497810335,2
3521,337.46,134.89,89.67,2244.0,Dinner,Balanced,0.5006026486873384,1.575081737505838,3
3522,386.13,155.27,103.56,1806.0,Dinner,Low-Carb,0.4986118464379334,2.481144135506552,2
3523,224.59,89.12,59.87,2541.0,Snack,Vegan,0.5008502121348966,0.8704825161164291,2
3524,208.3,83.54,56.04,1820.0,Lunch,Paleo,0.4984088244442848,1.2558628983764284,3
3525,256.1,102.62,68.26,2429.0,Snack,Balanced,0.4998975219839743,1.099068223198029,3
3526,219.37,88.4,58.6,1840.0,Dinner,Balanced,0.4989991356171239,1.577163247100803,2
3527,203.91,81.94,54.49,1567.0,Dinner,Balanced,0.4992257361627116,1.4713593104686655,2
3528,327.83,131.28,87.09,1448.0,Breakfast,Paleo,0.5004560633527335,2.476046774801961,2
3529,251.73,100.34,67.28,2636.0,Breakfast,Low-Carb,0.5000099314728375,1.0462982273201251,3
3530,217.68,86.23,57.99,1579.0,Breakfast,Vegetarian,0.5011193922477051,1.640601217656012,3
3531,169.67,67.87,45.13,2547.0,Breakfast,Low-Carb,0.5003797011051883,0.670585910483154,3
3532,153.25,61.39,41.38,2197.0,Breakfast,Low-Carb,0.4979772214008351,0.8174434087882824,2
3533,276.39,110.26,73.12,1341.0,Lunch,Low-Carb,0.5014605294192355,2.27152863617635,1
3534,217.59,86.35,57.43,1408.0,Lunch,Paleo,0.5023346011554688,1.626789751318764,3
3535,411.61,163.76,108.92,2493.0,Dinner,Vegan,0.5016942128613915,1.8734698547076996,3
3536,192.82,77.63,51.51,2846.0,Lunch,Vegetarian,0.4990843735238354,0.7156157817109143,3
3537,179.45,72.51,48.22,1942.0,Lunch,Vegetarian,0.4978430039810794,0.999173212071104,1
3538,275.81,110.38,73.8,1893.0,Breakfast,Vegan,0.4994386498623787,1.6099766627771297,2
3539,256.76,102.27,68.11,2489.0,Dinner,Balanced,0.501212721620606,1.0909963729464476,3
3540,291.82,117.29,77.85,2267.0,Lunch,Balanced,0.4994587285898275,1.325760144681813,2
3541,262.44,104.46,69.79,2307.0,Snack,Paleo,0.5009089998139056,1.2815605447184393,3
3542,174.74,69.99,46.89,2614.0,Lunch,Paleo,0.4989257136330866,0.6948967434471802,3
3543,367.45,147.31,98.33,1592.0,Lunch,Vegetarian,0.4992510215658234,2.8570597362296355,3
3544,180.59,72.27,48.24,2957.0,Lunch,Balanced,0.4996956281128942,0.6659601916697383,3
3545,212.45,84.61,55.93,1261.0,Snack,Vegan,0.5023616554643209,1.91598731884058,1
3546,283.04,111.71,74.4,2965.0,Lunch,Keto,0.5034955083162858,0.971391304347826,3
3547,330.15,130.96,87.79,1465.0,Lunch,Low-Carb,0.5012620751171927,2.46768419069154,2
3548,304.47,121.99,80.98,1932.0,Snack,Keto,0.5002259042330346,1.7269252548131369,1
3549,198.2,78.25,52.25,1877.0,Dinner,Keto,0.5030297262142699,1.2293794186959937,2
3550,201.94,79.4,53.15,2399.0,Breakfast,Vegan,0.5036820871603969,0.9281122150789012,3
3551,272.28,108.65,72.58,1895.0,Snack,Balanced,0.5002985842512886,1.5174581005586594,1
3552,282.81,112.73,75.74,2632.0,Snack,Vegan,0.4997040400738574,1.1024938875305623,2
3553,289.61,115.63,76.48,3020.0,Breakfast,Low-Carb,0.5016455345389039,1.021556674617899,2
3554,257.74,103.18,68.29,2461.0,Lunch,Vegan,0.5008817999407276,1.1017618793379604,3
3555,207.48,83.39,56.22,1517.0,Snack,Paleo,0.4971188288428593,1.8597234611953608,2
3556,298.68,118.05,78.61,2684.0,Lunch,Low-Carb,0.5031649967781471,1.251723041034885,3
3557,258.44,102.71,68.73,1367.0,Breakfast,Vegan,0.5010542029982987,1.814343755520226,2
3558,302.33,121.6,81.37,2130.0,Snack,Paleo,0.4980622310084224,1.539240506329114,2
3559,215.75,85.53,57.44,2668.0,Dinner,Balanced,0.5011381585059927,0.9891291777495084,3
3560,282.58,112.91,75.23,2556.0,Lunch,Paleo,0.5003563476359322,1.2935044105854048,3
3561,254.52,102.37,68.1,1771.0,Dinner,Vegan,0.4989463160267783,1.4367719298245614,2
3562,280.48,112.31,75.16,2054.0,Snack,Keto,0.4991635522334935,1.5282351340318412,2
3563,295.93,118.99,78.4,3267.0,Snack,Balanced,0.500456605560441,0.9189126573480576,3
3564,227.74,90.68,60.87,2347.0,Snack,Keto,0.5001125439882296,1.1072039072039073,3
3565,184.57,75.11,49.53,1726.0,Lunch,Balanced,0.4973290490336748,1.3611815875317144,2
3566,240.68,96.93,64.44,1455.0,Dinner,Balanced,0.4987152921674264,1.8020078081427775,2
3567,235.02,95.15,62.65,1610.0,Dinner,Low-Carb,0.4988405597151544,1.6135323045616417,3
3568,328.13,132.35,87.99,3224.0,Breakfast,Balanced,0.498331327382557,1.1011731425243363,3
3569,308.25,123.47,81.63,1940.0,Lunch,Balanced,0.5009039020129593,1.655759688882929,3
3570,222.67,88.92,59.72,1423.0,Snack,Paleo,0.4993048703919634,1.6244062842528315,2
3571,141.28,55.3,37.49,1701.0,Snack,Vegan,0.5028966032765878,0.9564164648910412,1
3572,274.12,109.84,73.36,1783.0,Lunch,Paleo,0.4992896433645404,1.6011661807580178,2
3573,329.22,132.7,87.98,1460.0,Dinner,Balanced,0.4989126728547073,2.5392269422120166,2
3574,307.19,123.42,81.74,2135.0,Dinner,Paleo,0.4998820227004597,1.6867568675686757,2
3575,367.88,147.47,98.34,1815.0,Dinner,Vegan,0.4994196425541157,2.576345213137666,2
3576,176.64,70.97,47.28,1229.0,Dinner,Keto,0.4989971468120568,1.4593872095414353,1
3577,189.94,75.0,50.56,1813.0,Snack,Paleo,0.5015579614470558,1.2626262626262628,2
3578,190.58,76.77,50.66,1606.0,Snack,Keto,0.4997705429609136,1.3633457645178475,1
3579,251.1,100.52,66.46,1807.0,Snack,Balanced,0.5010425916133732,1.5872414337596716,2
3580,201.19,80.46,54.32,1872.0,Breakfast,Balanced,0.4981553470176046,1.179765395894428,1
3581,244.99,98.84,65.43,1695.0,Breakfast,Keto,0.4989130379443943,1.6110839445802771,2
3582,205.51,81.62,54.53,1786.0,Breakfast,Low-Carb,0.5014609983590457,1.2125984251968505,2
3583,245.15,98.74,65.18,2032.0,Lunch,Paleo,0.4997502777522959,1.3829131652661062,1
3584,196.1,78.56,52.61,2106.0,Breakfast,Balanced,0.4989409272770064,1.0700081721601744,2
3585,215.54,86.56,57.47,1751.0,Snack,Low-Carb,0.4996204284811923,1.503822098679639,2
3586,229.42,92.22,61.07,3196.0,Snack,Low-Carb,0.4997739885305986,0.7486604968339016,2
3587,248.14,99.4,66.07,1504.0,Breakfast,Low-Carb,0.5000831322205372,1.860378064757627,2
3588,166.03,66.16,43.59,1524.0,Breakfast,Keto,0.5027137093416699,1.1238321725836589,1
3589,206.1,82.33,54.9,1819.0,Breakfast,Balanced,0.5002973625760095,1.0652089532927933,2
3590,269.71,108.54,72.34,2111.0,Snack,Vegetarian,0.4985259188747077,1.522940928862074,2
3591,168.27,68.24,45.11,2706.0,Lunch,Balanced,0.4978291901806913,0.6679064304590387,3
3592,275.22,109.9,73.3,1428.0,Breakfast,Balanced,0.5003590615313294,2.0029159832330965,2
3593,296.76,118.89,79.23,2461.0,Snack,Balanced,0.4996653575622876,1.371754932502596,3
3594,312.5,125.56,83.49,2645.0,Lunch,Vegetarian,0.4992710642462005,1.2326722953072846,2
3595,295.06,117.2,78.65,1568.0,Lunch,Low-Carb,0.5007615968500864,2.0673840183453875,2
3596,220.73,89.06,59.5,1310.0,Breakfast,Paleo,0.4975150169609953,1.7303283466096755,2
3597,205.7,82.19,55.6,2237.0,Breakfast,Vegan,0.4980750139228552,1.0735370950888192,2
3598,306.46,123.21,82.59,1140.0,Breakfast,Low-Carb,0.4979061653377958,2.650817555938038,2
3599,260.39,104.42,69.61,2483.0,Lunch,Vegetarian,0.4993743197825221,1.0644240570846075,2
3600,191.52,77.26,51.49,2156.0,Dinner,Keto,0.4979298421220255,0.9548881473241876,3
3601,305.36,120.82,80.26,1764.0,Lunch,Vegetarian,0.5032590871259879,1.85848331025996,2
3602,217.31,87.08,57.75,1984.0,Dinner,Low-Carb,0.5003367274694787,1.195989561873369,1
3603,273.48,110.09,73.87,1699.0,Snack,Paleo,0.497437599756265,1.7519096117122852,2
3604,201.35,81.06,54.4,1547.0,Breakfast,Keto,0.4973938390850029,1.368101265822785,2
3605,246.29,97.77,65.3,2008.0,Lunch,Vegetarian,0.5016242858743138,1.410618958303275,1
3606,238.49,96.37,63.58,2061.0,Dinner,Vegetarian,0.4990217925781781,1.3966666666666667,2
3607,255.2,101.89,68.44,2416.0,Lunch,Balanced,0.4993347421147374,1.1978603338819656,3
3608,206.35,82.57,54.57,1662.0,Lunch,Balanced,0.5012114330129159,1.6477748952304927,3
3609,231.44,93.73,62.16,2115.0,Breakfast,Low-Carb,0.4976883211835796,1.1405451448040886,3
3610,219.11,87.12,58.81,1247.0,Dinner,Paleo,0.4996209119774714,2.117132442284326,2
3611,270.78,108.73,71.89,2652.0,Snack,Balanced,0.5002748204429458,1.1291930626233253,2
3612,259.83,104.48,69.49,2683.0,Snack,Vegetarian,0.4990372842292271,0.9616198803497468,2
3613,280.41,113.24,75.37,1069.0,Lunch,Keto,0.4978583444669829,2.7545609340793,1
3614,195.44,78.6,51.46,1804.0,Lunch,Vegan,0.5013531712948118,1.3514442916093534,2
3615,392.21,157.72,104.26,1783.0,Breakfast,Paleo,0.4999394530378641,2.514668367346939,2
3616,305.98,122.19,81.87,3283.0,Snack,Low-Carb,0.4996591154965686,0.9662343824134114,2
3617,181.65,72.32,48.8,2153.0,Dinner,Keto,0.499353987409627,0.9535864978902951,2
3618,296.54,118.5,79.61,2557.0,Breakfast,Vegetarian,0.4990890539204342,1.3334083492742208,3
3619,229.13,91.48,60.82,2314.0,Breakfast,Paleo,0.5008798679651549,1.129801160923799,3
3620,211.57,85.34,57.04,1943.0,Breakfast,Keto,0.4975191064079953,1.1639388979814511,3
3621,201.24,80.06,53.4,1684.0,Dinner,Balanced,0.5012828496699465,1.3801068781244614,3
3622,179.29,71.77,47.86,2525.0,Lunch,Balanced,0.4997700316380716,0.7171979614270011,3
3623,204.51,81.79,54.82,1692.0,Breakfast,Keto,0.4992371443566991,1.353914914749214,2
3624,202.65,81.24,54.4,1475.0,Breakfast,Keto,0.4987816584213247,1.5441931191788631,1
3625,241.42,97.04,64.76,1419.0,Lunch,Vegetarian,0.4986265154801,2.036943744752309,2
3626,282.76,113.17,75.52,1507.0,Lunch,Keto,0.4997084032870902,2.4332401634057192,2
3627,249.08,99.1,65.32,1502.0,Snack,Paleo,0.5030394829849542,1.7009955372468246,2
3628,239.09,95.63,64.01,1931.0,Breakfast,Balanced,0.4994125234337874,1.2764281900694072,2
3629,296.63,118.57,79.2,2144.0,Snack,Vegetarian,0.4998820357263229,1.5075651621106163,3
3630,277.33,110.77,74.22,2706.0,Snack,Keto,0.4996081751772218,1.143491276969134,3
3631,269.73,108.32,71.44,2056.0,Snack,Paleo,0.5006217635813583,1.587804163002052,2
3632,211.24,83.81,56.4,2122.0,Dinner,Balanced,0.5006280364972153,1.0794693456980935,2
3633,307.46,122.0,82.14,2892.0,Dinner,Vegan,0.5005250091571365,1.1191633795064673,2
3634,272.2,109.61,73.2,2217.0,Snack,Vegan,0.4980695687178642,1.397373788883223,3
3635,386.81,155.73,103.5,1550.0,Dinner,Vegetarian,0.4988425552768518,3.2222222222222223,3
3636,283.4,113.33,75.68,1459.0,Lunch,Paleo,0.4998148180808098,2.4112765957446807,1
3637,269.08,108.34,72.0,1693.0,Dinner,Paleo,0.4988320788995588,1.9384505278225088,2
3638,244.16,97.87,64.63,2136.0,Breakfast,Vegan,0.5008949681760599,1.232309242004533,3
3639,304.0,120.94,80.34,1789.0,Dinner,Vegan,0.5018944865900067,2.0498305084745763,2
3640,179.54,71.79,47.97,2308.0,Lunch,Balanced,0.4997460074458091,0.8660875859572928,3
3641,228.91,91.78,61.21,2212.0,Snack,Paleo,0.4993537479889837,1.343187472559637,2
3642,199.39,80.19,53.11,1762.0,Lunch,Paleo,0.4996272653807844,1.2399876295036338,2
3643,220.91,87.43,58.22,2100.0,Lunch,Vegan,0.5028281379812671,1.1960328317373463,1
3644,222.85,88.87,58.44,1435.0,Lunch,Paleo,0.5028090521423253,1.7657460758990664,2
3645,205.62,82.93,54.65,2614.0,Breakfast,Paleo,0.4996689043467696,0.8655672685523432,2
3646,183.34,73.47,49.36,2134.0,Snack,Low-Carb,0.4983825808030011,0.9393939393939394,1
3647,230.9,92.42,61.5,2432.0,Breakfast,Vegetarian,0.5001137114328724,1.0658516895398455,3
3648,165.6,66.51,44.37,2411.0,Dinner,Keto,0.4988815834067647,0.7187162308191053,3
3649,246.58,99.22,65.76,1493.0,Lunch,Keto,0.4993924173687621,1.694330601092896,2
3650,200.72,80.71,53.68,1287.0,Breakfast,Balanced,0.4990427885930235,1.57421494051102,1
3651,229.28,91.89,60.93,1880.0,Breakfast,Balanced,0.500324595619323,1.3815967523680648,2
3652,258.65,103.19,68.06,1724.0,Dinner,Low-Carb,0.5022573911354921,1.7797516384960332,3
3653,184.03,73.0,49.05,1976.0,Dinner,Keto,0.500908428996237,1.0124826629681,2
3654,326.38,130.96,87.57,3114.0,Breakfast,Low-Carb,0.498767903602306,1.1829103062054016,3
3655,244.87,98.15,64.87,1820.0,Breakfast,Balanced,0.5007796882269635,1.5118607516943932,2
3656,305.61,121.63,81.53,1894.0,Dinner,Paleo,0.5004400813843528,1.955466237942122,2
3657,282.69,112.33,75.43,2284.0,Breakfast,Balanced,0.5005688483587508,1.2769125838353983,2
3658,197.58,78.79,52.61,1384.0,Snack,Vegetarian,0.5005288257534976,1.6195272353545738,2
3659,209.42,83.65,55.75,1337.0,Snack,Balanced,0.5003972449717149,1.8551785318252385,2
3660,254.32,100.63,67.57,1606.0,Snack,Paleo,0.5016346718081985,1.7440207972270363,2
3661,185.43,74.04,48.97,2921.0,Snack,Low-Carb,0.5016332907257491,0.7008708822415752,3
3662,331.9,133.29,88.47,2024.0,Snack,Balanced,0.499663152665234,1.823891625615764,3
3663,208.66,82.88,55.46,1865.0,Snack,Keto,0.5011949798835046,1.2742927429274291,2
3664,199.04,79.38,52.99,1903.0,Lunch,Paleo,0.5005438233611428,1.078825767871704,2
3665,243.85,96.66,65.17,1428.0,Snack,Vegan,0.5005722144957584,1.833112080409634,2
3666,234.85,92.83,62.46,2662.0,Dinner,Low-Carb,0.5015858099377423,0.9000387822377351,2
3667,311.33,124.6,83.15,1771.0,Dinner,Vegan,0.4997130899212302,1.7868922988670586,2
3668,271.49,108.51,72.66,1896.0,Lunch,Keto,0.4995354057609685,1.6599357503441945,2
3669,197.14,79.69,52.5,2039.0,Breakfast,Balanced,0.4991454722689926,1.0937414219050232,2
3670,201.5,79.52,53.16,1458.0,Dinner,Paleo,0.5029578413997954,1.3741143943321237,1
3671,190.74,75.68,50.6,1975.0,Lunch,Low-Carb,0.5015909748336708,1.0506733305567126,3
3672,274.18,109.54,73.28,2223.0,Lunch,Keto,0.4997812613926358,1.2744618964514254,3
3673,248.12,99.59,66.45,1212.0,Lunch,Vegetarian,0.499012011725133,2.047070914696814,2
3674,262.82,106.0,70.15,1451.0,Lunch,Vegan,0.4990340021740884,2.014826078692264,2
3675,161.84,64.23,43.13,2355.0,Lunch,Vegetarian,0.5008781771054973,0.7867466927976483,3
3676,308.89,124.24,83.14,1856.0,Lunch,Keto,0.4980530317077694,1.978343949044586,2
3677,284.43,115.41,76.82,2654.0,Breakfast,Paleo,0.4966604677964326,1.1350314712824547,3
3678,242.4,98.54,65.32,1393.0,Dinner,Balanced,0.496812936812117,2.0740896653336143,2
3679,167.01,66.03,44.39,1709.0,Dinner,Low-Carb,0.5016558156299984,0.9830281375614114,2
3680,299.14,119.88,79.87,1273.0,Dinner,Vegetarian,0.4996262907583166,2.885198555956679,2
3681,180.25,72.25,48.0,2178.0,Snack,Balanced,0.5,0.9851377147532042,1
3682,254.86,102.05,67.9,2150.0,Dinner,Paleo,0.5000343349323602,1.2011534839924671,2
3683,169.86,68.37,46.04,1437.0,Breakfast,Low-Carb,0.4969282078286817,1.2607412871104555,1
3684,307.29,124.09,82.44,1379.0,Snack,Vegetarian,0.4981438552693436,2.4298022322302724,2
3685,241.89,97.88,64.74,1504.0,Snack,Vegan,0.4982953433518391,1.877253548139624,2
3686,178.57,70.83,47.75,1457.0,Dinner,Keto,0.500423862402354,1.1842501253970907,2
3687,173.48,68.86,46.55,2364.0,Snack,Low-Carb,0.4998307294480339,0.7833902161547213,3
3688,279.17,113.14,74.45,2115.0,Lunch,Low-Carb,0.4986759195995159,1.4714527246716087,3
3689,297.39,119.04,79.52,1215.0,Breakfast,Keto,0.4995212899974804,2.8760570186035275,2
3690,246.83,97.58,65.33,2363.0,Lunch,Paleo,0.5022969968610254,1.1578073089700995,3
3691,193.18,77.47,51.77,2014.0,Breakfast,Keto,0.4990022795812803,1.0557372581084763,2
3692,304.9,122.75,82.27,3166.0,Breakfast,Balanced,0.4975867288446082,1.1169244767970885,3
3693,216.31,85.69,57.7,2705.0,Breakfast,Low-Carb,0.5009205117813929,0.8076343072573045,2
3694,244.3,97.86,65.27,2401.0,Dinner,Vegetarian,0.4995731236612186,1.1784682080924855,3
3695,200.89,80.15,53.35,1782.0,Snack,Balanced,0.5008757659055918,1.285485164394547,3
3696,247.26,99.09,66.18,1474.0,Dinner,Paleo,0.4992579580216251,1.8608450704225352,2
3697,205.27,83.39,54.55,3405.0,Lunch,Vegan,0.4989578205992987,0.6636161069552762,2
3698,265.03,105.93,71.05,2905.0,Snack,Vegan,0.499281774981279,0.9959571267393758,2
3699,279.4,111.72,74.52,1995.0,Breakfast,Balanced,0.5000089479052954,1.4888059701492535,2
3700,394.75,157.99,105.65,2817.0,Breakfast,Balanced,0.4993974970032988,1.4617875647668397,3
3701,348.0,138.84,92.65,1229.0,Breakfast,Vegetarian,0.5005015802474463,3.4239210850801483,1
3702,208.57,82.67,55.87,1800.0,Snack,Paleo,0.5002308444108671,1.1624015748031495,3
3703,196.54,79.24,52.78,2672.0,Snack,Paleo,0.4981560571305461,0.7525166191832858,2
3704,251.35,101.41,67.75,3266.0,Dinner,Vegan,0.4975281944190143,0.7924513557865125,3
3705,261.37,104.15,69.87,1981.0,Snack,Vegan,0.5000119565165407,1.4611391694725029,2
3706,344.7,138.59,91.93,1499.0,Snack,Vegan,0.4994693048074102,2.349779586300441,2
3707,218.68,87.22,57.87,2087.0,Snack,Vegetarian,0.5014359991515854,1.2207137858642407,2
3708,280.58,111.74,74.49,1790.0,Dinner,Vegan,0.5011050636472011,1.8297036187981004,2
3709,204.21,81.94,53.9,1477.0,Dinner,Vegetarian,0.5012210836350249,1.3508077810748431,2
3710,324.77,130.42,86.86,2028.0,Dinner,Vegan,0.4991661863592699,1.8981225440256149,2
3711,317.28,126.63,84.61,2119.0,Lunch,Keto,0.500218751108536,1.6195165622202328,2
3712,269.2,107.34,71.21,1667.0,Snack,Balanced,0.5015253487343099,1.7377367654201068,3
3713,200.22,80.57,53.49,1043.0,Dinner,Paleo,0.499124376001047,1.9201620591039084,1
3714,149.72,60.81,40.4,2918.0,Snack,Vegetarian,0.4966990677769299,0.5494217564148898,2
3715,197.96,79.42,52.47,1996.0,Breakfast,Low-Carb,0.5006100837679786,1.2162327718223584,2
3716,279.98,112.21,74.59,2508.0,Snack,Balanced,0.4999486623185882,1.2264728385615915,3
3717,295.23,117.29,79.08,3270.0,Lunch,Low-Carb,0.5000084681175375,0.9353269537480065,2
3718,243.76,98.05,65.22,1393.0,Lunch,Vegetarian,0.4989407538557582,1.677789185489391,2
3719,256.01,102.68,68.56,2718.0,Snack,Vegetarian,0.4990934788965785,1.0134228187919463,2
3720,296.06,118.77,79.24,3302.0,Dinner,Low-Carb,0.4991570002697599,0.9271662763466042,2
3721,279.7,111.7,74.84,3098.0,Lunch,Vegan,0.4996516550849426,0.8971166974540198,3
3722,287.25,113.5,75.92,2399.0,Snack,Keto,0.5025631156288819,1.2869939902483276,3
3723,217.12,86.16,57.7,1676.0,Breakfast,Keto,0.5013103058149871,1.66396292004635,3
3724,317.41,127.16,84.72,2350.0,Snack,Low-Carb,0.4997087485634219,1.597286773018465,2
3725,209.4,83.36,55.63,1792.0,Dinner,Low-Carb,0.5010438413361169,1.2622652937613563,3
3726,178.63,72.3,47.93,3254.0,Snack,Keto,0.4978921182643596,0.5641825985173624,2
3727,205.22,80.82,54.15,3486.0,Snack,Low-Carb,0.5031412617759009,0.63140625,2
3728,268.7,107.0,70.81,2080.0,Breakfast,Keto,0.5022218691737262,1.6303519731829956,1
3729,242.0,96.73,64.42,1508.0,Dinner,Vegetarian,0.5003359694009407,1.838274420372482,1
3730,220.42,88.63,59.17,1584.0,Breakfast,Balanced,0.4984819616334884,1.5273134585559192,2
3731,282.37,112.05,74.76,2466.0,Snack,Keto,0.5018751221939819,1.2317247444212378,3
3732,304.39,122.27,81.77,2935.0,Lunch,Balanced,0.4984749669405585,1.1207149404216314,2
3733,282.19,113.41,75.43,1833.0,Dinner,Keto,0.4991708199374686,1.7876733921815888,1
3734,218.74,86.82,58.6,1521.0,Breakfast,Keto,0.5000800164605291,1.3774393146120891,1
3735,223.08,88.88,58.72,1413.0,Breakfast,Keto,0.5023419203747073,1.550593161200279,2
3736,238.12,95.45,63.73,1239.0,Breakfast,Paleo,0.4992426029299998,2.178229119123688,1
3737,257.67,103.93,68.67,2659.0,Lunch,Keto,0.4992564533551634,1.0178239153853688,2
3738,260.06,104.23,69.27,2708.0,Lunch,Low-Carb,0.499973565190643,1.0546392795709805,2
3739,198.49,79.45,52.9,2866.0,Breakfast,Vegan,0.5000188933533184,0.758183032732131,2
3740,304.21,120.8,80.26,2087.0,Snack,Vegetarian,0.5023324168792674,1.607879675229602,2
3741,291.5,116.32,77.44,2764.0,Dinner,Paleo,0.5008074768924167,1.108231707317073,1
3742,206.11,82.23,54.83,1544.0,Dinner,Balanced,0.5006224078988116,1.5096383330273546,2
3743,210.18,83.91,55.37,2753.0,Lunch,Vegan,0.5020152983537252,0.7383194016717993,2
3744,253.07,101.97,67.81,1807.0,Snack,Low-Carb,0.4985495826048413,1.517636553058491,2
3745,234.57,93.54,62.3,1568.0,Dinner,Vegan,0.5009129056023576,1.834117647058824,2
3746,277.43,110.86,73.98,1733.0,Snack,Keto,0.5001036512271404,1.7692307692307694,2
3747,244.51,98.21,65.36,1931.0,Lunch,Low-Carb,0.4992241414512638,1.5021413276231264,3
3748,203.65,82.68,54.95,1347.0,Snack,Keto,0.4967466933354473,1.5046405823475888,1
3749,172.67,69.98,46.14,2474.0,Snack,Vegetarian,0.4983764593826216,0.7817247542448615,3
3750,237.85,95.59,63.85,2335.0,Dinner,Keto,0.4985301900535001,1.0588170137350466,3
3751,196.58,79.11,52.25,2027.0,Breakfast,Vegetarian,0.4998823910846085,0.9988636363636364,2
3752,159.67,63.04,42.09,2056.0,Snack,Low-Carb,0.5030362698381443,0.8171095268956577,3
3753,254.47,102.37,68.13,1772.0,Breakfast,Balanced,0.4988311860153979,1.4216081099847242,2
3754,198.7,78.9,53.21,1853.0,Dinner,Low-Carb,0.5000975278268912,1.2873225648556046,3
3755,297.74,118.91,79.61,1399.0,Dinner,Paleo,0.4997545203915924,2.2924619240408712,2
3756,273.26,108.78,72.62,1890.0,Snack,Vegetarian,0.5009946189738466,1.5241698192517863,1
3757,220.24,87.57,58.61,1336.0,Dinner,Low-Carb,0.5009069044139806,1.7140340575455075,2
3758,180.87,72.21,47.82,2005.0,Lunch,Vegetarian,0.50147639841963,1.0257102272727272,1
3759,168.45,67.25,44.79,2559.0,Lunch,Vegetarian,0.5006278280122742,0.6644600335935185,3
3760,230.31,92.18,61.38,2499.0,Breakfast,Keto,0.5000271388095833,1.0585668350941664,3
3761,199.83,79.14,53.48,1815.0,Lunch,Vegetarian,0.500450788880541,1.2660374340105585,3
3762,249.95,99.69,66.24,1697.0,Breakfast,Balanced,0.5012232293254192,1.6186069167072576,2
3763,209.81,84.11,55.58,1429.0,Dinner,Vegan,0.5007697356644191,1.4222184646601286,2
3764,317.26,126.85,84.4,1638.0,Breakfast,Paleo,0.5004022018580149,2.0244174912224704,2
3765,269.41,107.94,71.87,2419.0,Lunch,Vegetarian,0.4997797081016404,1.178384279475983,2
3766,229.63,91.45,61.27,3225.0,Lunch,Low-Carb,0.5003513550320032,0.7399465976211668,2
3767,227.82,91.6,61.58,1746.0,Dinner,Vegetarian,0.4974507342103826,1.3518299881936244,2
3768,305.87,122.13,81.37,1779.0,Lunch,Vegetarian,0.5005379797326875,1.9650844730490749,2
3769,259.63,104.13,69.56,1522.0,Dinner,Balanced,0.4990293501451169,1.8185469786936777,2
3770,155.54,62.66,41.71,1985.0,Snack,Paleo,0.4984497552455956,0.9908285895003162,2
3771,310.7,125.0,83.43,1765.0,Dinner,Balanced,0.4983819029783411,2.145186202162348,2
3772,284.2,114.71,76.05,1680.0,Snack,Keto,0.4985768105644953,1.912789728197432,3
3773,197.15,79.5,52.47,2245.0,Lunch,Keto,0.4994837949620922,0.9552992069214132,3
3774,199.79,79.64,53.92,2373.0,Breakfast,Balanced,0.4985402370555208,0.9302651559397268,3
3775,284.8,114.41,75.75,1716.0,Lunch,Keto,0.4999583075498444,1.8926385442514475,2
