workout_id,max_bpm,avg_bpm,resting_bpm,session_duration_hours,calories_burned,workout_type,cal_balance
4882,178.9,142.5,58.0,1.37,988.04,Yoga,1654.96
4883,192.89,144.2,58.08,1.02,1100.68,Strength,271.31999999999994
4884,191.79,145.73,70.73,1.29,1237.37,Cardio,1062.63
4885,168.19,135.13,68.08,0.61,738.77,Hiit,1205.23
4886,195.99,121.98,58.26,0.59,584.63,Strength,594.37
4887,186.28,152.47,67.18,1.01,1092.62,Strength,2033.38
4888,163.34,148.97,71.79,1.27,1539.49,Hiit,438.51
4889,184.32,166.32,56.15,1.39,916.57,Yoga,714.43
4890,180.53,159.76,73.09,1.38,1367.44,Strength,-186.44000000000003
4891,165.93,162.91,63.98,1.32,949.61,Yoga,344.39
4892,177.73,152.86,70.0,1.7,2431.0,Hiit,217.0
4893,160.95,123.68,50.13,1.8,1872.0,Cardio,-277.0
4894,186.66,120.82,67.13,1.33,876.2,Yoga,743.8
4895,194.72,128.99,62.3,1.24,819.89,Yoga,908.11
4896,172.77,131.77,62.84,0.8,528.96,Yoga,741.04
4897,198.2,143.1,70.92,1.02,1343.03,Hiit,590.97
4898,190.24,144.57,71.14,1.99,1548.62,Yoga,1052.38
4899,184.96,142.29,56.09,0.88,872.78,Strength,379.22
4900,167.58,142.83,60.85,1.88,2199.6,Strength,-638.5999999999999
4901,179.18,129.78,70.89,1.79,1395.13,Yoga,972.87
4902,182.09,124.76,63.94,1.61,1252.9,Yoga,524.0999999999999
4903,175.52,168.2,55.22,1.46,1576.8,Strength,-246.79999999999995
4904,190.88,129.91,72.08,1.07,1155.6,Strength,740.4000000000001
4905,166.7,127.36,53.0,1.45,1435.5,Strength,522.5
4906,181.46,152.4,50.05,1.17,1541.83,Hiit,565.1700000000001
4907,172.23,134.24,57.07,1.24,893.54,Yoga,2193.46
4908,186.91,143.29,67.96,0.77,676.98,Cardio,994.02
4909,195.13,130.91,59.96,1.47,971.96,Yoga,195.04
4910,194.77,138.12,57.95,0.66,435.6,Yoga,1314.4
4911,198.81,137.59,67.98,0.91,601.69,Yoga,1250.31
4912,163.71,155.99,73.06,1.24,892.8,Yoga,406.2000000000001
4913,177.94,128.2,58.06,0.98,969.32,Strength,509.68
4914,187.04,135.78,57.91,1.09,1077.14,Strength,1207.86
4915,164.11,155.78,72.75,1.24,1190.4,Cardio,151.5999999999999
4916,160.18,123.83,66.11,1.08,948.67,Cardio,401.33
4917,170.21,122.39,57.27,0.74,651.79,Cardio,945.21
4918,178.05,126.4,68.9,0.99,950.4,Cardio,2226.6
4919,169.21,151.37,67.0,1.05,1134.0,Strength,596.0
4920,182.9,150.06,61.92,0.57,689.07,Hiit,1871.93
4921,172.59,139.84,50.09,1.36,1345.18,Strength,670.8199999999999
4922,196.12,157.73,64.89,1.07,707.48,Yoga,1343.52
4923,169.71,126.03,70.0,1.12,1479.63,Hiit,216.3699999999999
4924,164.45,131.07,65.14,1.41,1013.51,Yoga,965.49
4925,162.19,145.13,70.01,1.8,2107.62,Strength,387.3800000000001
4926,161.82,153.59,53.0,1.32,1268.26,Cardio,633.74
4927,196.35,157.03,66.33,1.31,1729.2,Hiit,-138.20000000000005
4928,175.91,158.3,71.08,1.28,1688.19,Hiit,68.80999999999995
4929,187.72,152.16,66.8,1.07,704.92,Yoga,1606.08
4930,194.09,144.78,62.83,1.25,1351.12,Strength,1834.88
4931,188.68,132.99,74.15,1.17,1546.97,Hiit,-227.97000000000003
4932,182.44,164.66,57.89,1.19,785.4,Yoga,434.6
4933,175.15,169.08,65.21,1.44,1899.22,Hiit,-399.22
4934,198.31,166.88,63.89,1.03,987.15,Cardio,600.85
4935,164.14,149.18,74.08,1.06,1145.75,Strength,200.25
4936,169.72,158.98,72.73,0.75,742.5,Strength,978.5
4937,177.12,161.25,66.68,1.3,1714.57,Hiit,1673.43
4938,193.32,128.63,64.99,1.38,1669.8,Hiit,902.2
4939,182.03,162.75,60.16,1.47,1411.2,Cardio,1676.8
4940,180.9,139.01,56.95,1.06,1398.03,Hiit,623.97
4941,173.01,140.49,49.88,1.36,1350.07,Strength,589.9300000000001
4942,193.14,130.24,50.72,0.65,573.56,Cardio,1445.44
4943,162.54,142.48,55.88,1.1,724.68,Yoga,1241.3200000000002
4944,173.71,150.07,65.68,1.32,1598.65,Hiit,1170.35
4945,175.81,130.89,70.95,1.15,1518.0,Hiit,1003.0
4946,182.76,154.53,59.02,1.08,711.5,Yoga,522.5
4947,192.07,127.06,56.84,0.53,525.18,Strength,1989.82
4948,180.7,164.22,66.96,1.02,1347.52,Hiit,751.48
4949,178.13,128.21,58.13,1.0,990.0,Strength,838.0
4950,180.32,120.3,71.8,1.13,995.3,Cardio,2106.7
4951,177.27,137.69,66.09,1.36,1795.2,Hiit,426.8
4952,188.25,146.32,53.9,0.82,720.94,Cardio,2351.06
4953,174.8,145.55,58.23,1.29,1563.74,Hiit,-202.74
4954,162.3,139.16,53.04,1.42,1875.96,Hiit,72.03999999999996
4955,196.71,157.86,55.99,1.48,1303.58,Cardio,722.4200000000001
4956,181.36,169.14,71.05,1.41,1704.55,Hiit,125.45000000000005
4957,187.18,152.02,67.93,1.0,720.6,Yoga,1107.4
4958,190.82,166.84,56.81,1.02,1008.88,Strength,1896.12
4959,197.81,138.69,57.83,1.89,1474.2,Yoga,110.79999999999995
4960,186.29,145.9,72.21,1.0,878.4,Cardio,1777.6
4961,161.08,151.76,74.22,1.32,949.61,Yoga,703.39
4962,167.87,149.88,55.02,1.3,1404.0,Strength,685.0
4963,186.95,128.06,69.08,1.02,733.79,Yoga,2568.21
4964,181.02,152.73,61.1,1.66,1293.8,Yoga,518.2
4965,160.88,138.4,71.73,1.72,2467.17,Hiit,91.82999999999991
4966,188.71,133.11,50.04,1.75,1367.1,Yoga,954.9
4967,187.12,136.05,72.25,0.82,540.71,Yoga,1135.29
4968,178.95,149.64,58.24,1.16,1532.48,Hiit,-88.48000000000002
4969,183.25,140.68,70.12,0.58,509.47,Cardio,878.53
4970,164.1,148.45,74.31,1.07,1411.22,Hiit,106.77999999999996
4971,192.12,156.01,58.96,1.36,1796.7,Hiit,52.29999999999996
4972,169.91,130.28,50.04,0.99,1070.09,Strength,2000.91
4973,170.12,150.16,62.08,1.3,1285.83,Strength,29.170000000000076
4974,191.37,131.8,69.08,1.87,2676.16,Hiit,-636.1599999999999
4975,190.18,157.56,66.91,1.48,1597.07,Strength,1133.93
4976,184.38,144.15,59.0,1.04,748.8,Yoga,1383.2
4977,162.77,133.05,71.82,1.57,1224.6,Yoga,1285.4
4978,171.99,165.92,62.09,1.04,1371.66,Hiit,571.3399999999999
4979,175.99,167.99,54.89,1.47,1411.2,Cardio,-106.20000000000005
4980,180.47,154.56,51.83,1.43,1029.6,Yoga,1103.4
4981,192.23,140.49,63.03,1.44,1037.66,Yoga,979.34
4982,183.75,150.81,69.02,0.89,587.93,Yoga,770.07
4983,166.82,160.24,61.83,1.33,1171.46,Cardio,2201.54
4984,189.32,138.91,55.08,1.38,993.6,Yoga,2143.4
4985,168.43,159.59,53.11,0.95,625.86,Yoga,1161.14
4986,160.29,144.6,50.14,1.64,2341.59,Hiit,31.40999999999985
4987,191.97,145.09,65.91,1.14,1234.28,Strength,836.72
4988,198.92,123.03,58.08,1.4,1008.84,Yoga,1620.16
4989,173.33,139.95,49.99,1.36,1346.4,Strength,592.5999999999999
4990,198.49,167.81,56.82,1.13,1083.9,Cardio,1257.1
4991,196.27,157.37,65.09,0.57,689.07,Hiit,471.93
4992,186.98,148.92,51.86,1.19,1572.11,Hiit,172.8900000000001
4993,175.15,140.82,56.0,1.37,904.2,Yoga,2330.8
4994,162.26,144.91,69.98,1.81,2584.32,Hiit,-438.32000000000016
4995,168.85,166.12,61.06,1.83,1901.74,Cardio,-156.74
4996,179.03,159.93,60.25,1.24,1339.2,Strength,1887.8
4997,170.98,168.26,68.04,0.98,1187.96,Hiit,840.04
4998,164.25,144.35,65.91,1.21,1305.71,Strength,656.29
4999,174.31,141.08,74.16,1.85,1446.33,Yoga,185.67000000000007
5000,195.8,164.9,71.85,1.22,1318.7,Strength,-132.70000000000005
5001,197.93,120.64,66.93,1.71,2441.54,Hiit,-190.54
5002,198.12,165.11,67.05,0.95,1148.46,Hiit,666.54
5003,183.55,124.99,51.16,1.53,1591.2,Cardio,234.79999999999995
5004,166.93,134.84,68.96,1.11,1199.8,Strength,504.2000000000001
5005,189.34,143.57,61.93,0.93,1127.35,Hiit,227.6500000000001
5006,160.72,159.88,71.09,0.9,890.19,Strength,532.81
5007,189.95,141.49,54.04,0.75,659.4,Cardio,1430.6
5008,196.42,123.1,59.85,1.88,2684.26,Hiit,-417.2600000000002
5009,164.06,152.02,66.95,0.77,676.98,Cardio,693.02
5010,198.98,129.12,60.83,0.71,469.03,Yoga,1478.97
5011,173.0,132.4,63.22,0.8,702.72,Cardio,288.28
5012,185.29,127.27,51.88,1.03,1109.62,Strength,2140.38
5013,186.48,152.75,65.1,1.06,1400.37,Hiit,833.6300000000001
5014,168.48,141.65,64.92,1.15,1242.0,Strength,500.0
5015,181.95,141.8,66.72,0.65,428.61,Yoga,1246.39
5016,187.28,128.23,68.82,1.03,987.98,Cardio,2548.02
5017,175.04,128.89,59.0,1.85,2643.46,Hiit,-361.46
5018,173.99,133.0,65.96,1.47,1413.55,Cardio,-30.549999999999955
5019,187.85,136.45,68.15,0.51,618.22,Hiit,1293.78
5020,170.84,130.36,52.97,1.39,1002.47,Yoga,519.53
5021,166.78,159.25,64.08,1.49,1610.54,Strength,-524.54
5022,182.83,135.53,73.79,1.76,2057.62,Strength,661.3800000000001
5023,167.26,159.25,63.71,1.48,1951.97,Hiit,-741.97
5024,193.77,150.08,64.74,1.32,1268.26,Cardio,396.74
5025,188.14,166.63,51.1,1.37,1206.7,Cardio,500.3
5026,170.09,166.72,71.96,1.65,1717.32,Cardio,-75.31999999999994
5027,185.9,126.23,60.08,1.86,1450.8,Yoga,825.2
5028,194.13,144.98,63.11,1.26,1359.67,Strength,1983.33
5029,173.45,157.52,70.96,1.06,1017.6,Cardio,2408.4
5030,183.25,134.74,54.94,1.3,1710.28,Hiit,332.72
5031,162.93,128.91,58.16,1.37,1808.4,Hiit,671.5999999999999
5032,168.32,167.79,55.06,0.99,1196.81,Hiit,-1.8099999999999452
5033,197.19,142.87,73.19,1.93,2755.65,Hiit,-818.6500000000001
5034,169.11,165.89,59.85,1.3,858.0,Yoga,645.0
5035,193.31,160.75,50.29,1.37,986.4,Yoga,2112.6
5036,198.08,134.92,64.87,1.31,1727.76,Hiit,15.240000000000007
5037,177.72,126.39,58.93,1.55,1812.1,Strength,366.9000000000001
5038,167.58,164.11,70.29,1.33,1436.4,Strength,8.599999999999909
5039,170.7,124.72,62.09,1.04,1124.14,Strength,714.8599999999999
5040,163.89,168.89,63.8,0.58,574.2,Strength,908.8
5041,183.15,158.43,64.01,0.84,830.84,Strength,1779.16
5042,194.83,131.71,54.09,1.49,1611.88,Strength,1681.12
5043,169.36,165.75,59.92,1.31,864.6,Yoga,509.4
5044,194.15,123.36,60.03,1.12,804.38,Yoga,1476.62
5045,189.65,132.11,59.89,1.14,1004.11,Cardio,411.89
5046,174.06,152.59,50.13,1.09,1437.6,Hiit,539.4000000000001
5047,192.37,148.98,54.87,1.13,746.48,Yoga,671.52
5048,173.82,149.83,50.16,1.26,907.2,Yoga,1233.8
5049,181.98,121.11,64.93,1.45,1756.1,Hiit,-600.0999999999999
5050,188.61,124.33,52.02,0.88,872.78,Strength,478.22
5051,168.16,159.3,64.89,1.44,1036.8,Yoga,1198.2
5052,164.08,120.31,69.13,1.47,1060.16,Yoga,1443.84
5053,194.24,131.66,70.76,1.05,1007.16,Cardio,891.84
5054,163.92,128.68,58.1,1.87,1458.6,Yoga,1120.4
5055,191.34,166.92,57.11,1.03,679.18,Yoga,2188.82
5056,178.14,128.78,61.97,1.1,1184.04,Strength,722.96
5057,160.96,133.13,63.23,1.75,1366.05,Yoga,450.9500000000001
5058,168.39,132.06,50.97,1.35,971.19,Yoga,1195.81
5059,167.5,159.36,64.87,1.44,1553.9,Strength,746.0999999999999
5060,172.89,142.83,64.15,1.52,1187.42,Yoga,1190.58
5061,164.02,132.03,74.17,1.4,922.32,Yoga,358.67999999999995
5062,181.99,157.22,52.04,0.56,677.6,Hiit,658.4
5063,174.35,144.39,54.89,0.83,1002.47,Hiit,339.53
5064,161.05,150.77,62.04,1.26,1248.53,Strength,1154.47
5065,160.92,130.87,59.91,0.7,693.63,Strength,1290.37
5066,194.36,154.05,60.17,0.95,625.86,Yoga,1411.14
5067,165.07,134.01,57.92,1.13,1118.7,Strength,2030.3
5068,188.98,142.24,52.01,1.44,1745.57,Hiit,39.430000000000064
5069,184.95,120.07,70.24,1.33,1437.6,Strength,349.4000000000001
5070,193.0,166.61,61.97,1.06,763.84,Yoga,2695.16
5071,167.06,124.55,72.98,1.97,1537.78,Yoga,752.22
5072,190.75,138.43,70.03,1.47,1588.92,Strength,323.0799999999999
5073,165.1,147.57,62.06,1.16,1528.65,Hiit,266.3499999999999
5074,177.14,132.16,50.2,0.71,468.17,Yoga,1428.83
5075,172.11,136.49,58.06,1.72,1342.63,Yoga,1083.37
5076,177.97,157.87,51.71,1.47,1778.7,Hiit,259.29999999999995
5077,185.11,162.23,58.06,1.47,1059.28,Yoga,264.72
5078,176.02,131.31,70.79,1.15,1519.26,Hiit,934.74
5079,197.92,124.69,59.35,1.43,1028.74,Yoga,1337.26
5080,196.14,149.32,63.87,1.2,862.56,Yoga,1090.44
5081,191.03,122.27,62.17,1.14,1504.8,Hiit,162.20000000000005
5082,197.84,121.24,67.07,1.72,2455.82,Hiit,86.17999999999984
5083,165.96,129.59,54.94,1.04,1373.94,Hiit,1820.06
5084,189.26,161.57,65.96,1.83,2614.89,Hiit,-295.8899999999999
5085,193.72,154.41,60.08,0.97,854.38,Cardio,1256.62
5086,170.84,168.26,62.29,1.09,1440.0,Hiit,615.0
5087,179.57,135.01,58.86,1.42,1358.66,Cardio,423.3399999999999
5088,179.84,158.14,66.04,1.44,1268.35,Cardio,547.6500000000001
5089,187.79,137.09,60.89,1.72,2009.3,Strength,-262.29999999999995
5090,162.06,148.31,71.14,1.44,952.13,Yoga,134.87
5091,195.27,127.41,54.23,0.98,862.4,Cardio,837.6
5092,195.05,130.88,70.67,1.42,1872.84,Hiit,-268.8399999999999
5093,165.97,129.97,54.88,1.04,997.57,Cardio,2125.43
5094,179.12,135.6,68.87,1.18,1167.14,Strength,1360.86
5095,181.16,168.55,71.15,1.41,1243.06,Cardio,436.94000000000005
5096,179.36,119.92,51.27,1.04,998.4,Cardio,2010.6
5097,170.26,121.75,60.91,0.93,613.24,Yoga,1113.76
5098,175.18,137.29,68.89,1.69,1977.3,Strength,-227.29999999999995
5099,184.34,125.17,67.92,0.81,801.17,Strength,1012.83
5100,171.96,143.9,55.09,1.15,1106.76,Cardio,1850.24
5101,187.56,135.58,57.93,1.08,1303.24,Hiit,751.76
5102,187.11,141.39,55.97,1.31,1257.6,Cardio,623.4000000000001
5103,197.92,120.2,71.05,1.26,1366.47,Strength,300.53
5104,185.2,168.96,62.86,1.4,1233.12,Cardio,1635.88
5105,170.74,167.88,67.82,0.96,845.57,Cardio,1269.4299999999998
5106,159.97,144.09,69.89,1.96,2804.96,Hiit,-772.96
5107,195.99,160.92,53.92,1.36,979.2,Yoga,2147.8
5108,176.72,122.67,71.92,1.09,1045.53,Cardio,617.47
5109,194.74,136.61,60.15,1.98,2062.37,Cardio,349.6300000000001
5110,159.96,144.86,49.97,1.65,2359.5,Hiit,4.5
5111,187.03,120.24,67.19,1.33,1610.76,Hiit,97.24
5112,173.14,140.01,50.28,1.36,1195.71,Cardio,1033.29
5113,175.04,150.41,70.97,1.91,2236.42,Strength,-481.4200000000001
5114,187.34,151.85,68.12,1.0,959.2,Cardio,989.8
5115,165.8,159.2,64.77,1.29,1702.8,Hiit,-377.8
5116,185.35,154.22,54.89,1.04,1373.94,Hiit,289.05999999999995
5117,172.1,144.14,62.84,1.37,1356.3,Strength,667.7
5118,199.09,167.77,66.91,1.92,2242.94,Strength,243.05999999999997
5119,184.88,165.3,67.08,1.36,978.38,Yoga,666.62
5120,185.13,162.09,58.24,1.48,1419.62,Cardio,-149.6199999999999
5121,193.96,147.86,53.84,1.18,1167.14,Strength,1602.86
5122,195.86,163.91,70.09,1.27,1219.2,Cardio,1044.8
5123,164.79,133.81,57.98,1.13,745.8,Yoga,2393.2
5124,168.33,158.38,50.04,1.5,988.2,Yoga,2380.8
5125,198.99,147.86,64.34,0.76,918.76,Hiit,1724.24
5126,197.0,132.16,57.19,1.87,1946.3,Cardio,-41.29999999999996
5127,188.89,157.79,68.19,1.49,1611.88,Strength,703.1199999999999
5128,177.97,122.54,69.21,1.77,2070.9,Strength,200.0999999999999
5129,162.93,162.68,69.93,1.09,1048.14,Cardio,196.8599999999999
5130,182.9,130.89,69.09,1.47,1061.05,Yoga,603.95
5131,175.32,142.97,73.26,0.73,481.8,Yoga,1848.2
5132,186.8,128.69,69.99,1.28,920.83,Yoga,546.17
5133,189.55,136.96,50.1,1.36,1306.69,Cardio,1268.31
5134,186.12,165.71,73.12,1.08,712.8,Yoga,685.2
5135,171.0,129.9,53.1,1.37,1478.37,Strength,-220.3699999999999
5136,184.24,147.93,58.98,1.95,2028.0,Cardio,-506.0
5137,180.12,166.74,49.83,0.77,508.66,Yoga,671.3399999999999
5138,171.94,137.96,53.27,1.26,1523.21,Hiit,1484.79
5139,170.79,142.86,54.99,1.56,1218.67,Yoga,1146.33
5140,187.87,156.68,60.03,1.37,1355.07,Strength,1257.93
5141,165.69,146.1,59.84,1.41,1243.06,Cardio,713.94
5142,188.06,133.7,66.68,0.94,929.75,Strength,2317.25
5143,160.06,141.05,58.06,0.88,581.33,Yoga,1086.67
5144,171.13,146.74,57.12,1.41,930.6,Yoga,459.4
5145,186.05,135.97,66.03,1.65,1927.53,Strength,448.47
5146,189.09,123.5,52.01,0.88,580.8,Yoga,705.2
5147,175.55,156.72,61.0,1.0,718.8,Yoga,1523.2
5148,193.81,136.75,55.03,1.8,1872.0,Cardio,323.0
5149,198.0,152.64,56.98,1.79,1395.13,Yoga,326.8699999999999
5150,178.83,131.59,63.94,0.5,604.45,Hiit,718.55
5151,182.7,133.95,58.87,1.32,950.4,Yoga,899.6
5152,190.55,142.92,49.94,1.2,864.0,Yoga,1802.0
5153,197.84,137.81,74.14,1.43,1887.6,Hiit,-346.5999999999999
5154,170.68,162.7,74.0,0.85,748.68,Cardio,1039.3200000000002
5155,188.2,138.96,61.92,1.43,944.66,Yoga,1849.34
5156,189.3,157.98,67.86,1.47,1586.28,Strength,842.72
5157,193.05,144.42,50.01,1.45,1390.84,Cardio,78.16000000000008
5158,163.55,169.37,74.1,1.25,825.0,Yoga,1048.0
5159,176.4,153.65,72.94,1.59,2275.45,Hiit,-585.4499999999998
5160,168.86,125.14,55.09,1.5,1617.3,Strength,164.70000000000005
5161,175.2,163.57,67.82,1.02,1235.32,Hiit,527.6800000000001
5162,183.0,149.76,66.84,1.82,1888.43,Cardio,493.57
5163,182.12,134.34,60.96,1.47,1412.38,Cardio,1394.62
5164,173.97,130.32,71.23,0.74,896.21,Hiit,590.79
5165,187.19,129.06,70.15,1.27,1677.8,Hiit,-334.79999999999995
5166,162.94,163.29,69.84,1.1,1188.0,Strength,13.0
5167,166.96,121.42,52.85,1.13,1491.6,Hiit,291.4000000000001
5168,196.04,154.03,66.06,1.77,2534.99,Hiit,-882.9899999999998
5169,187.06,158.22,66.95,1.56,1825.2,Strength,436.8
5170,181.72,129.25,53.91,1.12,1353.97,Hiit,196.03
5171,178.11,125.6,56.06,1.87,2672.04,Hiit,-849.04
5172,198.86,143.96,53.73,1.21,1306.8,Strength,1170.2
5173,193.39,144.03,64.23,1.49,1607.86,Strength,-556.8599999999999
5174,170.97,162.79,50.97,1.74,1808.21,Cardio,671.79
5175,163.44,129.05,57.99,1.87,1943.3,Cardio,499.7000000000001
5176,168.98,166.08,61.05,1.83,1429.6,Yoga,276.4000000000001
5177,178.16,126.01,59.12,1.55,1812.1,Strength,380.9000000000001
5178,166.83,134.0,59.12,1.37,902.56,Yoga,905.44
5179,182.79,145.02,74.33,0.88,773.7,Cardio,1387.3
5180,191.11,131.0,71.98,1.07,1155.6,Strength,601.4000000000001
5181,173.01,168.91,61.92,1.42,1021.55,Yoga,796.45
5182,182.03,165.06,58.09,1.19,1175.96,Strength,80.03999999999996
5183,190.35,144.0,70.95,1.98,2837.93,Hiit,-594.9299999999998
5184,191.98,127.91,59.87,1.02,897.6,Cardio,2243.4
5185,180.02,121.08,72.24,1.13,995.3,Cardio,2522.7
5186,173.29,132.23,62.95,0.81,801.17,Strength,314.83000000000004
5187,197.34,147.17,70.19,1.89,2702.7,Hiit,-296.6999999999998
5188,162.98,129.33,57.86,1.37,1315.2,Cardio,961.8
5189,161.99,167.77,50.96,0.52,514.8,Strength,1439.2
5190,196.5,139.86,61.93,1.83,1428.5,Yoga,191.5
5191,196.44,149.16,63.91,1.18,1275.46,Strength,588.54
5192,181.82,139.52,49.91,0.73,884.91,Hiit,1091.09
5193,194.03,129.56,56.07,1.28,1378.94,Strength,1380.06
5194,162.4,167.39,51.14,0.5,440.0,Cardio,1500.0
5195,193.42,133.78,74.23,0.92,1114.21,Hiit,1056.79
5196,196.64,125.32,72.82,1.6,1661.44,Cardio,195.55999999999997
5197,162.18,168.16,50.91,0.5,495.45,Strength,1468.55
5198,165.25,149.12,50.06,1.84,2629.18,Hiit,-927.1799999999998
5199,185.07,153.5,58.84,1.11,1197.8,Strength,836.2
5200,176.08,158.0,71.16,1.27,1216.15,Cardio,488.8499999999999
5201,195.93,161.04,68.72,1.03,988.8,Cardio,124.20000000000005
5202,188.38,138.79,61.77,1.42,1250.74,Cardio,1859.26
5203,173.01,168.69,52.06,1.11,975.02,Cardio,526.98
5204,184.95,124.91,62.96,1.08,1426.79,Hiit,458.21
5205,188.04,167.3,50.86,1.37,902.56,Yoga,1017.44
5206,199.08,131.94,59.75,1.26,909.47,Yoga,982.53
5207,160.42,145.23,49.75,1.65,2361.32,Hiit,-53.32000000000016
5208,173.86,150.16,50.0,1.26,1665.97,Hiit,295.03
5209,160.55,131.52,59.94,0.69,455.4,Yoga,1714.6
5210,166.75,155.15,69.7,1.51,1766.7,Strength,466.3
5211,163.34,149.13,72.0,1.27,838.2,Yoga,815.8
5212,181.96,129.92,58.86,0.73,720.73,Strength,486.27
5213,163.64,134.85,58.0,1.02,1348.64,Hiit,1579.36
5214,174.43,150.12,49.99,1.26,1210.61,Cardio,859.3900000000001
5215,163.94,168.71,74.06,1.26,831.6,Yoga,975.4
5216,181.77,144.86,56.0,1.84,1910.66,Cardio,542.3399999999999
5217,170.2,153.6,58.75,1.35,973.62,Yoga,857.38
5218,176.04,141.53,62.93,1.15,1011.08,Cardio,968.92
5219,166.75,133.69,59.08,1.36,1650.09,Hiit,164.91000000000008
5220,168.67,152.94,61.86,1.63,2332.69,Hiit,234.30999999999997
5221,167.43,145.24,60.92,0.82,811.8,Strength,-30.799999999999955
5222,160.96,139.89,64.82,0.51,504.9,Strength,1370.1
5223,184.15,160.68,59.0,1.43,1892.32,Hiit,-108.31999999999994
5224,198.93,129.7,52.99,0.75,658.8,Cardio,1344.2
5225,175.09,127.11,67.9,0.86,851.4,Strength,1111.6
5226,195.44,165.34,61.19,1.24,1192.38,Cardio,1737.62
5227,178.22,147.33,64.01,1.48,1951.97,Hiit,-530.97
5228,172.06,133.04,69.05,1.23,1180.8,Cardio,336.20000000000005
5229,166.91,163.19,52.14,1.29,928.8,Yoga,838.2
5230,187.18,124.77,72.14,0.51,504.9,Strength,1214.1
5231,184.99,162.19,58.03,1.48,1599.73,Strength,-335.73
5232,185.91,157.18,63.67,1.28,1129.47,Cardio,1428.53
5233,180.95,153.39,61.14,1.68,2400.55,Hiit,-529.5500000000002
5234,166.45,123.28,53.41,1.04,1370.51,Hiit,440.49
5235,188.01,130.91,68.88,1.7,1324.98,Yoga,431.02
5236,187.27,167.97,73.95,1.35,1294.92,Cardio,968.08
5237,164.18,139.08,72.96,1.03,681.04,Yoga,623.96
5238,191.91,138.17,59.08,1.8,2572.02,Hiit,-892.02
5239,184.29,127.63,52.98,1.13,1367.3,Hiit,111.70000000000005
5240,184.56,125.3,49.92,1.86,2665.94,Hiit,-837.94
5241,188.52,131.11,69.08,1.69,2412.98,Hiit,-572.98
5242,196.99,162.97,74.04,1.81,1412.89,Yoga,784.1099999999999
5243,197.85,137.95,73.96,1.43,1541.83,Strength,-152.82999999999993
5244,175.88,167.73,55.16,1.45,1393.16,Cardio,-58.16000000000008
5245,181.01,131.37,50.16,1.3,1145.04,Cardio,1391.96
5246,175.19,142.71,55.03,1.05,1388.31,Hiit,1166.69
5247,184.15,159.62,64.09,0.51,336.6,Yoga,1045.4
5248,180.98,167.13,66.87,1.36,1347.62,Strength,1696.38
5249,197.91,137.17,68.81,1.08,1038.53,Cardio,128.47000000000003
5250,176.09,151.88,64.74,1.78,2541.48,Hiit,-167.48000000000002
5251,195.21,131.09,55.02,1.42,1531.04,Strength,597.96
5252,161.78,152.87,53.87,1.54,1200.28,Yoga,427.72
5253,194.44,122.48,60.0,1.12,1076.99,Cardio,1341.01
5254,182.19,135.07,50.97,1.2,790.56,Yoga,1203.44
5255,183.14,133.79,73.2,1.19,1288.41,Strength,380.5899999999999
5256,168.12,148.83,68.0,1.24,1092.19,Cardio,2186.81
5257,161.83,127.31,55.99,1.82,1891.34,Cardio,470.6600000000001
5258,191.0,155.2,52.9,1.02,733.79,Yoga,1220.21
5259,161.23,152.22,74.05,1.31,1727.76,Hiit,208.24
5260,167.82,166.91,74.0,1.62,1896.86,Strength,167.1400000000001
5261,187.95,147.59,74.08,1.02,1346.4,Hiit,-185.4000000000001
5262,172.92,167.92,70.91,1.31,1586.54,Hiit,376.46
5263,190.9,154.3,49.8,1.1,1187.01,Strength,1443.99
5264,167.36,131.92,65.91,0.68,821.3,Hiit,1424.7
5265,197.33,158.46,56.0,1.49,1313.58,Cardio,557.4200000000001
5266,175.35,125.67,68.97,1.35,1296.0,Cardio,1970.0
5267,170.15,167.18,71.93,1.66,2373.8,Hiit,-678.8000000000002
5268,184.66,155.8,53.22,1.18,1131.86,Cardio,583.1400000000001
5269,168.86,123.94,52.06,1.5,1811.7,Hiit,-393.7000000000001
5270,179.79,158.08,65.96,1.45,1756.1,Hiit,41.90000000000009
5271,182.85,134.24,73.15,1.2,1586.64,Hiit,-107.6400000000001
5272,163.6,157.91,62.03,1.37,1809.91,Hiit,-534.9100000000001
5273,161.93,161.67,71.05,1.27,1371.6,Strength,967.4
5274,199.28,133.88,58.07,1.68,1743.17,Cardio,151.82999999999993
5275,163.08,158.96,59.04,1.31,1258.65,Cardio,398.3499999999999
5276,198.95,133.24,58.07,1.67,1303.6,Yoga,523.4000000000001
5277,197.93,134.89,65.2,1.31,944.77,Yoga,632.23
5278,188.76,149.89,66.81,1.81,2586.31,Hiit,-747.31
5279,172.77,140.29,49.88,1.37,902.56,Yoga,1078.44
5280,190.25,146.65,58.1,0.83,731.73,Cardio,1904.27
5281,188.79,134.91,66.09,1.57,1224.6,Yoga,1197.4
5282,163.83,134.8,57.98,1.02,1348.64,Hiit,1818.36
5283,176.79,125.82,72.99,1.16,1529.92,Hiit,555.0799999999999
5284,172.23,150.88,66.02,1.28,1686.78,Hiit,851.22
5285,177.88,158.11,51.87,1.47,970.2,Yoga,1165.8
5286,193.14,144.35,49.95,1.45,1912.41,Hiit,-702.4100000000001
5287,177.82,121.81,52.32,1.18,1273.34,Strength,917.66
5288,197.81,154.99,58.99,1.21,1598.53,Hiit,1150.47
