user_id,age,gender,weight_kg,height_m,bmi,fat_percentage,lean_mass_kg
3335,21,Female,73,1.68,25.95,30.592998967871942,50.82674685582738
3336,23,Female,52,1.57,21.32,27.37762180926192,38.170321977051934
3337,38,Female,102,1.94,27.12,25.272658095131,76.27419788229979
3338,48,Female,49,1.54,20.78,21.365701527646127,38.75884571702322
3339,44,Female,73,1.75,23.87,28.113031993070035,52.5493736130658
3340,43,Male,46,1.63,17.61,21.99846709080248,36.4891170949226
3341,45,Female,80,1.76,26.06,28.49665333595637,57.72465176188243
3342,43,Female,66,1.83,19.96,26.28344451618129,49.28688899648118
3343,39,Female,52,1.66,19.19,19.333098970673795,42.64859057420477
3344,41,Male,48,1.49,22.04,22.21741073911621,38.05124266642435
3345,57,Male,55,1.99,14.13,16.461909978146043,46.7312075582251
3346,57,Female,49,1.67,17.66,18.42110274387045,40.18576478836941
3347,40,Female,51,1.61,19.99,23.55413527952911,39.60660251167597
3348,38,Male,60,1.83,18.06,18.300674968050966,49.41992171182597
3349,54,Female,119,1.72,40.23,35.0,77.363
3350,44,Male,68,1.75,22.41,25.19338265226352,51.33978148575154
3351,51,Male,55,1.53,23.7,23.305983172820792,42.55750993740175
3352,54,Male,118,1.72,40.15,35.0,77.21350000000001
3353,54,Male,46,1.5,20.65,22.9229957219847,35.8176838879937
3354,18,Male,62,1.85,18.19,23.897543350339824,47.38138951007843
3355,18,Female,68,1.8,21.0,23.311181100949184,52.17140349702427
3356,45,Female,85,1.86,24.59,23.58931537706352,65.01021047719435
3357,57,Male,51,1.79,16.14,18.475617050581544,42.15625842314429
3358,40,Female,55,1.61,21.22,24.847493138713663,41.341394024393615
3359,20,Male,75,1.78,23.95,24.874613804111046,57.00514304544053
3360,45,Male,55,1.72,18.78,21.979987228895148,43.35572109690297
3361,51,Female,44,1.62,16.95,20.48992625421641,35.36608080212454
3362,24,Female,112,1.96,29.25,28.209386589862767,80.65675416628919
3363,35,Female,101,1.93,27.37,27.58638083975313,73.81844337195565
3364,57,Female,126,1.63,47.63,35.0,82.251
3365,41,Male,65,1.57,26.43,27.776388582891,47.0464604771048
3366,35,Female,100,1.63,37.81,35.0,65.3055
3367,29,Male,87,1.93,23.42,24.86232199787267,65.53508275345546
3368,26,Male,70,1.66,25.57,25.61442544890356,52.404637271247445
3369,42,Female,59,1.74,19.69,21.341536655573098,46.89617584594731
3370,18,Female,87,1.93,23.5,21.283458078617343,68.89271748959409
3371,37,Female,76,1.77,24.57,25.79866725757854,57.127606078390286
3372,31,Female,47,1.65,17.61,20.13735222483991,38.28615334341175
3373,56,Male,48,1.87,13.79,19.9456443737072,38.610215718561015
3374,45,Male,65,1.57,26.47,25.946854115100297,48.31227237530857
3375,38,Male,61,1.54,26.08,25.332953338082365,46.18903506506225
3376,38,Female,77,1.58,31.14,30.45212938837967,54.06651461347364
3377,22,Female,42,1.56,17.42,24.70591287113908,31.917163533924143
3378,18,Female,128,1.93,34.37,34.82286617533105,83.44628443572365
3379,25,Female,63,1.68,22.4,23.67788867487217,48.25847099087832
3380,54,Female,116,2.0,29.1,25.43341580958216,86.80296065606541
3381,33,Male,39,1.63,15.04,19.83254916790513,32.03491335250511
3382,29,Male,120,2.0,30.21,31.71290851999311,82.51129263529232
3383,45,Male,88,1.63,33.35,33.355988999900795,59.053258147187904
3384,49,Male,82,1.95,21.73,28.609021654902307,58.9760872108852
3385,50,Male,59,1.65,21.74,20.49854022512564,47.05691404074813
3386,18,Female,48,1.52,20.92,23.572068925176303,36.93761908846229
3387,37,Male,74,1.69,26.03,30.07315134592462,51.98361928943964
3388,31,Male,86,1.76,27.79,29.584652917938985,60.613530768238114
3389,54,Female,54,1.76,17.45,24.53037464741901,40.79133250307002
3390,42,Male,96,1.85,28.13,31.72234727715535,65.73772404155483
3391,49,Female,56,1.59,22.47,25.83959621830996,42.12310934799994
3392,30,Female,92,1.99,23.25,24.62137152914872,69.40110323311278
3393,18,Female,114,1.97,29.62,27.7086400141418,83.11337657574119
3394,18,Female,72,1.54,30.65,33.42620785046659,48.38583213428088
3395,52,Male,83,1.85,24.5,23.75457681521973,63.931787340438255
3396,45,Female,80,1.6,31.56,31.980710041689623,54.95278435731896
3397,29,Female,69,1.56,28.73,32.54175003860536,47.166808373007136
3398,38,Female,61,1.77,19.6,21.27680916010324,48.33603917569661
3399,54,Male,86,1.95,22.78,23.28522795855287,66.44266406509736
3400,51,Male,72,1.94,19.29,19.621533721297645,58.34672867171004
3401,42,Female,64,1.66,23.33,24.49644175265617,48.54123759721735
3402,37,Female,57,1.56,23.57,22.923670742524028,44.21098246208822
3403,34,Female,127,1.62,48.4,35.0,82.5565
3404,44,Female,48,1.76,15.61,21.59797678540467,37.899538021935385
3405,27,Male,53,1.58,21.27,21.754189730898503,41.5485252528929
3406,45,Male,53,1.72,18.16,21.14884138828228,42.36672752207593
3407,45,Male,60,1.71,20.59,23.098957801266952,46.30211750785717
3408,34,Male,55,1.56,22.65,26.262430877328526,40.65152185732879
3409,39,Male,72,1.6,28.2,27.65173239900648,52.220979554397125
3410,46,Male,88,1.84,26.28,28.25395105042601,63.83963435533094
3411,51,Male,58,1.71,20.16,23.13065842366573,45.306789925091415
3412,52,Male,54,1.74,18.02,20.274404466732943,43.49031236339718
3413,18,Male,67,1.6,26.3,29.99553786591745,47.1410048010912
3414,32,Male,70,1.62,26.9,28.256136911110065,50.643992954447405
3415,21,Male,59,1.7,20.75,20.606565899544737,47.62018177345306
3416,36,Female,121,1.93,32.54,32.28941739658664,82.07199717359732
3417,19,Male,47,1.63,17.7,22.84717831199137,36.28497203987046
3418,52,Female,46,1.76,15.16,21.886860615265817,36.68193025507117
3419,18,Female,70,1.61,27.04,26.36447809783965,51.6185008534144
3420,52,Male,70,1.69,24.53,22.84657139673044,54.06140742231097
3421,34,Female,73,1.57,29.93,31.22938862553225,50.73895707208231
3422,25,Female,76,1.96,19.92,18.91181368816893,62.05678898444432
3423,28,Male,70,1.58,28.08,28.85215445600459,49.87463972634077
3424,21,Male,88,1.62,33.71,32.98558367122534,59.28765412606693
3425,20,Male,100,1.84,29.79,28.18111810398564,72.43652428032007
3426,25,Female,63,1.68,22.4,22.63369123392981,48.90324377103297
3427,42,Male,41,1.66,15.23,18.58539380596154,34.16156875901854
3428,57,Female,46,1.67,16.52,20.93733976773882,36.4162613029795
3429,28,Male,86,1.86,25.12,27.444331921038824,63.05813112742516
3430,36,Male,54,1.57,22.26,25.58309555116819,40.83255547107401
3431,31,Male,54,1.76,17.51,21.848346432933667,42.38945689477679
3432,58,Male,88,1.72,30.08,29.1244871781954,63.06503130884173
3433,47,Female,61,1.54,26.02,27.483653444166308,44.742585824949394
3434,51,Male,50,1.79,15.85,17.2830249981016,42.00367990596401
3435,55,Female,125,1.86,36.2,34.36111431072385,82.21270432581838
3436,48,Male,129,1.61,49.93,35.0,84.12950000000001
3437,32,Female,106,1.6,41.55,35.0,69.1405
3438,36,Female,48,1.74,16.15,17.17807230290717,40.49992264387839
3439,50,Male,74,1.55,31.05,32.20798807156547,50.56606169741932
3440,43,Female,83,1.95,21.87,25.262018053016448,62.14463198891683
3441,55,Female,55,1.92,15.15,20.34757117002473,44.49384674442419
3442,42,Male,63,1.71,21.57,22.95848246796645,48.590085107453554
3443,28,Female,68,1.7,23.59,23.920063063274032,51.87130100345977
3444,21,Female,67,1.61,25.94,30.48916885160759,46.73213178106422
3445,25,Female,66,1.61,25.53,26.95300462686043,48.34250153794377
3446,22,Male,101,1.85,29.75,28.70903730695449,72.58132911778964
3447,24,Female,65,1.76,21.06,26.56451184861081,47.9093124699663
3448,43,Female,58,1.52,25.33,23.66469722491593,44.67905271425671
3449,33,Female,65,1.62,25.12,22.34655219646511,51.189152792090205
3450,52,Male,53,1.74,17.62,18.18663615043077,43.63924827736023
3451,28,Female,70,1.59,27.9,27.65870784382676,51.02954748696461
3452,41,Female,42,1.74,14.13,18.908350931809977,34.69100747137169
3453,26,Male,61,1.8,19.09,23.71787818821191,47.18049234059094
3454,28,Female,81,1.97,20.94,23.636566661670265,62.06819861739441
3455,40,Female,43,1.77,13.86,18.079449822619107,35.56171083200104
3456,28,Male,121,1.87,34.61,35.0,78.6695
3457,45,Female,57,1.72,19.57,23.470169001334767,44.31077214822717
3458,44,Female,79,1.95,20.84,18.209002772867485,64.8030071030571
3459,51,Male,70,1.72,23.95,24.34214318285656,53.596025769264415
3460,33,Male,68,1.68,24.09,23.347810022501005,52.12348918469932
3461,26,Female,53,1.65,19.78,22.143014872673344,41.92598649106541
3462,23,Male,87,1.74,28.78,27.25895781688144,63.371995949932895
3463,58,Female,90,1.72,30.6,31.103650236430045,62.37186544095988
3464,49,Female,79,1.73,26.48,25.18838427657577,59.28072429924136
3465,34,Female,74,1.57,30.08,32.6323636384405,49.95310236209637
3466,25,Male,64,1.5,28.75,25.447062302344943,48.22084010284329
3467,48,Male,94,1.7,32.56,29.052849333864923,66.7541740617665
3468,51,Male,70,1.55,29.42,32.666437010918365,47.59136232068291
3469,30,Male,86,1.69,30.27,29.481225950068133,60.97053204357108
3470,22,Female,106,1.94,28.41,28.523279459172297,76.43720494636113
3471,26,Female,58,1.79,18.16,15.667728860655,49.07294857598486
3472,56,Female,52,1.64,19.41,21.94962206195448,40.75010232145357
3473,42,Male,73,1.62,27.85,29.25139670808909,51.71722900638687
3474,22,Female,42,1.58,16.89,22.188354336814367,32.81317097616538
3475,50,Female,58,1.65,21.59,20.416960032461297,46.77891089291925
3476,42,Female,58,1.74,19.47,21.28591404660194,46.4098250781235
3477,51,Male,63,1.62,24.02,25.726520224251605,46.82942899860936
3478,48,Female,115,1.86,33.45,34.1270782054726,76.23473239280656
3479,26,Male,69,1.76,22.41,25.447163513716404,51.75457908877807
3480,24,Male,58,1.56,23.94,24.623607598130263,43.90674857408912
3481,19,Female,50,1.68,18.03,21.370679253463464,40.00659839583779
3482,55,Male,88,1.85,25.93,25.85395929225139,65.79719652405612
3483,43,Female,64,1.66,23.53,23.201667668589856,49.79603868368634
3484,18,Male,66,1.75,21.67,25.622573568383547,49.35686018002068
3485,18,Male,62,1.59,24.56,22.498909924995367,48.11267671856288
3486,29,Male,121,2.0,30.48,28.733555125646244,86.90230287978697
3487,55,Male,50,1.76,16.15,17.100018928737974,41.4748605299524
3488,48,Male,83,1.95,21.88,21.037820115785888,65.70442988165456
3489,54,Male,64,1.69,22.51,23.416978652731736,49.23522442415877
3490,57,Male,76,1.63,28.78,30.69374163998709,52.99849576790188
3491,33,Male,57,1.53,24.67,25.63311770516317,42.93943783703879
3492,27,Female,54,1.79,17.1,20.85732829603613,43.3622698266018
3493,56,Male,69,1.69,24.51,25.776508611375625,51.949021622898194
3494,51,Female,71,1.72,24.15,25.72403149428371,53.07760709418485
3495,19,Female,120,1.73,40.34,35.0,78.468
3496,22,Female,61,1.52,26.69,29.286541319642,43.60898996817678
3497,36,Female,55,1.95,14.69,18.81646138820633,45.35724302240912
3498,43,Male,65,1.8,20.22,26.910163516357084,47.88115188043447
3499,55,Male,89,1.85,26.02,26.897130920800286,65.09079462811943
3500,20,Female,65,1.52,28.27,31.616561762045304,44.668061857032
3501,36,Female,73,1.74,24.2,24.46072771049677,55.347624806519015
3502,25,Male,58,1.51,25.61,24.01934966249844,44.372699797100914
3503,32,Male,88,1.88,24.98,22.55957533358322,68.36440689551274
3504,41,Male,56,1.53,24.31,26.12451825279792,42.04253666233271
3505,31,Female,86,1.76,27.76,27.073663915810258,62.71664903240318
3506,34,Female,65,1.62,25.03,28.080138276030382,47.244157166475645
3507,56,Male,91,1.61,35.17,35.0,59.2605
3508,44,Female,90,1.99,22.74,26.81347099002712,65.91178802638157
3509,49,Male,73,1.55,30.66,31.3644687810521,50.56379584899892
3510,22,Female,114,1.6,44.86,35.0,74.6525
3511,19,Female,72,1.94,19.25,21.955912924134164,56.53513667775721
3512,38,Male,55,1.6,21.83,25.618216811075,41.57197862429018
3513,20,Male,71,1.69,24.95,25.771076869903265,52.88810773019392
3514,30,Male,113,1.91,31.01,28.94507105457888,80.37023013016582
3515,40,Male,74,1.61,28.7,30.454206136999176,51.74207063407262
3516,27,Male,62,1.62,23.89,25.598751158212075,46.65702314868521
3517,18,Female,72,1.54,30.55,32.1599049684855,49.15014885033226
3518,53,Female,87,1.76,28.13,30.57909518474129,60.50031854649797
3519,20,Male,101,1.95,26.6,28.780928722604628,72.03809059708543
3520,55,Male,125,1.8,38.76,35.0,81.6335
3521,51,Male,85,1.82,25.85,27.412598916978776,62.16385028749937
3522,30,Female,62,1.62,23.85,23.569909498361845,47.82995063592516
3523,32,Female,102,1.98,26.11,31.939267272767427,69.68057816614069
3524,41,Female,66,1.69,23.29,26.596931821738128,48.8277209521798
3525,20,Female,93,1.73,31.2,28.915940535762527,66.37118632175854
3526,39,Female,56,1.79,17.49,17.94938859487919,45.98936769257021
3527,38,Male,55,1.71,19.05,21.548067321256013,43.68988130879252
3528,56,Female,53,1.64,19.71,19.102880799256777,42.89165260023406
3529,42,Male,95,1.85,28.02,29.21838104548121,67.87957257738353
3530,54,Female,52,1.68,18.62,24.03281517535869,39.92835234383148
3531,20,Male,101,1.84,29.89,30.840280745992704,69.99655185698079
3532,58,Male,75,1.78,23.7,29.093555963434007,53.25073947146105
3533,36,Male,48,1.68,17.2,20.88594413163317,38.40196271850526
3534,40,Female,53,1.61,20.48,21.9737203860681,41.41634921907505
3535,27,Male,87,1.63,32.9,35.0,56.8165
3536,22,Male,108,1.92,29.43,27.89400645353449,78.22058179920579
3537,40,Female,72,1.6,28.35,31.73497200609348,49.53993081517796
3538,39,Male,68,1.99,17.31,24.537805642908587,51.73688045122188
3539,20,Male,93,1.73,31.32,34.11313966089915,61.76234288187313
3540,59,Male,88,1.76,28.56,30.501671135212263,61.48517154667771
3541,56,Male,81,1.69,28.54,29.92333186375881,57.11949219785019
3542,34,Male,100,1.63,37.91,35.0,65.468
3543,53,Female,51,1.7,17.84,21.66664690802117,40.388676854224286
3544,50,Female,108,1.78,34.25,35.0,70.538
3545,57,Male,44,1.75,14.42,17.463498058910215,36.44811925718525
3546,48,Female,115,1.86,33.24,35.0,74.75
3547,43,Female,53,1.59,20.99,23.79519510754803,40.44188995642426
3548,51,Male,70,1.58,28.3,28.76300388799961,50.32181405351707
3549,41,Female,63,1.59,25.18,25.04555628427377,47.70850342505975
3550,56,Female,85,1.69,29.95,25.751157817995946,63.51988448670446
3551,44,Female,71,1.68,25.37,29.72547224863982,50.31656186997389
3552,38,Female,102,1.94,27.17,27.398205693357696,74.23533467854176
3553,43,Male,113,1.83,33.8,34.03964755455553,74.66052293299859
3554,20,Female,93,1.73,31.29,33.65786915602977,62.12940553537812
3555,51,Female,44,1.63,16.88,21.37334715235468,35.25619113688416
3556,43,Male,94,1.84,27.86,26.32019794153085,69.48742132134227
3557,52,Female,56,1.59,22.39,25.64492374682225,42.09240866692392
3558,31,Male,79,1.71,27.02,30.34645866988606,55.02629765079001
3559,51,Male,86,1.8,26.69,29.583341648852365,60.88928447623736
3560,28,Male,87,1.89,24.44,23.58139723245141,66.70579835579318
3561,38,Female,71,1.88,20.16,24.862944904031863,53.535151755877294
3562,52,Female,73,1.76,23.72,27.24544154243889,53.46732501046166
3563,56,Female,129,1.95,34.05,31.239593951128,89.03784979268436
3564,57,Female,81,1.86,23.67,26.05336561886473,60.56229355814979
3565,28,Female,55,1.52,23.88,22.39357580942626,42.823224868358594
3566,42,Male,53,1.72,18.18,20.132971160850744,42.96047481257838
3567,35,Female,58,1.66,21.4,23.265069672150688,45.25058841433274
3568,20,Female,120,1.73,40.16,35.0,78.1235
3569,52,Male,74,1.63,28.07,25.21106410088305,55.770109499971504
3570,34,Female,54,1.52,23.69,26.71682070780208,40.11521234454914
3571,44,Female,57,1.7,20.01,22.018691549344847,45.08879254616881
3572,39,Male,68,1.99,17.32,20.02404513448103,54.86350503774601
3573,42,Female,52,1.59,20.67,22.263863884873864,40.62490473376492
3574,53,Male,73,1.55,30.46,29.12515188192583,51.85912636799487
3575,38,Male,57,1.56,23.52,27.813105640536424,41.31977833135695
3576,18,Male,48,1.52,21.05,24.018091495307395,36.95000210583202
3577,57,Female,59,1.59,23.5,23.730526497826176,45.30406726029125
3578,37,Female,56,1.6,22.0,24.81990681179036,42.33391047428085
3579,21,Male,63,1.54,26.7,27.085925906953182,46.17648312312655
3580,32,Female,68,1.75,22.27,23.991507643991817,51.83779178679758
3581,21,Male,61,1.57,24.89,24.129496198728937,46.546554082079794
3582,28,Male,67,1.7,23.29,23.1973436789896,51.6958679696721
3583,22,Male,71,1.77,22.79,23.254475500241377,54.79630449282766
3584,41,Male,73,1.62,27.98,30.772696246651563,50.82668641570842
3585,48,Female,57,1.51,25.24,25.66109102100404,42.78947600831008
3586,25,Male,123,1.99,31.11,28.88059566686053,87.6048822575612
3587,33,Male,53,1.66,19.39,22.177907534416416,41.58034400436131
3588,22,Male,58,1.72,19.9,21.54816995753325,46.18459234600017
3589,37,Female,77,1.57,31.36,30.310640637091,53.862905851592366
3590,41,Female,71,1.96,18.55,19.561970812473987,57.32818340194979
3591,20,Female,102,1.84,30.18,34.6758661832693,66.74166752055376
3592,43,Male,54,1.82,16.57,17.660056289840654,45.17992711376443
3593,54,Female,86,1.76,27.98,29.61957009647197,60.99871859738774
3594,49,Male,101,1.67,36.52,35.0,66.209
3595,53,Female,56,1.75,18.51,20.43280541389424,45.10664261086336
3596,40,Male,51,1.82,15.54,19.55595629894069,41.40454929293522
3597,57,Female,76,1.86,22.13,23.449102585505592,58.60736706053692
3598,42,Male,46,1.77,14.84,17.4769503199089,38.35671349130634
3599,21,Female,98,1.88,27.76,27.76407376103478,70.86344364042488
3600,22,Male,80,1.85,23.64,22.255527505069587,62.9030526956482
3601,42,Female,65,1.65,23.88,25.071685139742137,48.71089749065364
3602,24,Female,72,1.76,23.51,23.34176044689169,55.81486421861816
3603,24,Male,62,1.65,23.08,26.378564546404007,46.26371003903972
3604,23,Female,59,1.51,25.99,30.213348964033987,41.34859073880987
3605,40,Female,69,1.5,30.8,31.63426867832963,47.38428837904973
3606,53,Female,69,1.97,17.78,19.84919585115711,55.3040548627016
3607,45,Female,85,1.86,24.59,24.20372856275865,64.4723084845175
3608,59,Male,50,1.95,13.18,17.64557120371176,41.26780426982003
3609,40,Male,82,1.79,25.65,27.87385551642897,59.27326553659868
3610,45,Male,41,1.58,16.48,20.390926689008925,32.759133667472824
3611,21,Female,96,1.63,36.24,35.0,62.5885
3612,42,Male,108,1.73,36.3,35.0,70.6225
3613,32,Female,41,1.63,15.47,19.02753493548867,33.28778038802061
3614,45,Female,58,1.53,24.85,23.218797818398944,44.65594718881918
3615,30,Female,62,1.67,22.49,26.100321186796624,46.34987855164116
3616,32,Female,126,1.83,37.76,35.0,82.199
3617,57,Female,75,1.63,28.54,30.36279985249955,52.81285259186435
3618,27,Male,88,1.98,22.67,24.89407880273013,66.74663216801373
3619,44,Female,80,1.75,26.44,25.789969670661147,60.08786155766568
3620,47,Male,73,1.61,28.29,29.293056062634857,51.84233129487612
3621,48,Male,58,1.99,14.65,18.595738426397595,47.22261213884676
3622,21,Female,100,1.95,26.32,29.414540053766903,70.63486976819546
3623,18,Female,60,1.59,23.9,22.616034566827658,46.74765351817941
3624,48,Female,52,1.66,19.09,24.12841450227769,39.9160411303517
3625,53,Male,47,1.6,18.61,16.67976815105188,39.693758452838885
3626,49,Female,46,1.71,15.91,20.194105239319416,37.11772165319254
3627,57,Male,58,1.66,21.14,23.622777919350675,44.497369584186295
3628,53,Female,74,1.61,28.9,29.590767081440585,52.75059730258472
3629,32,Male,78,1.62,29.97,31.06140407623089,54.22020569404441
3630,31,Female,96,1.96,25.22,26.73853175104388,70.9683842927638
3631,33,Female,68,1.5,30.32,31.97813193402136,46.40451839461063
3632,43,Female,77,1.79,24.23,27.54450044617193,56.25444985359211
3633,57,Male,109,1.91,29.88,29.18524855765056,77.19516054730512
3634,41,Male,78,1.72,26.51,27.58452128696828,56.80270150250208
3635,50,Female,48,1.77,15.43,21.74336504347135,37.82143167449029
3636,32,Male,47,1.5,20.89,21.033111727987308,37.11443748784597
3637,28,Male,55,1.61,21.56,27.78666191746904,40.36003465432656
3638,49,Male,79,1.72,26.85,31.41869674171039,54.46727104773361
3639,55,Male,59,1.56,24.24,27.308505641307622,42.8879816716285
3640,19,Male,82,1.96,21.58,26.63281565755547,60.81405910145227
3641,51,Male,68,1.63,25.72,26.187117705002688,50.43634247217167
3642,33,Male,64,1.71,22.12,24.812449561645675,48.62378886848374
3643,18,Male,73,1.79,22.81,25.30525843115876,54.60185608682294
3644,55,Female,50,1.7,17.42,18.524989411229857,41.006372829328015
3645,56,Male,95,1.74,31.65,31.78970504172983,65.35228359951864
3646,28,Female,78,1.63,29.44,33.08846174158116,52.33151407190937
3647,28,Male,86,1.62,33.04,32.16703488630156,58.81796405008792
3648,33,Female,92,1.76,29.87,32.209487301688604,62.733340451017376
3649,57,Male,58,1.66,21.25,24.99262606035727,43.92431817905479
3650,21,Male,51,1.59,20.28,24.22606263655617,38.849297686237655
3651,42,Male,66,1.83,19.86,24.470905263336192,50.2344009093551
3652,39,Male,57,1.93,15.57,20.485338442097927,46.102600771271625
3653,40,Female,72,1.64,26.81,29.63847181655569,50.73066182026334
3654,21,Female,110,1.92,30.03,32.51019314820388,74.71796516562348
3655,57,Male,64,1.63,24.43,24.462457423240075,49.03897264083255
3656,22,Female,62,1.52,26.92,24.590689855156253,46.904590910092814
3657,25,Female,87,1.95,23.13,25.79557906411228,65.27762909730042
3658,55,Female,48,1.76,15.71,18.803354098519097,39.502168231070456
3659,26,Female,45,1.6,17.61,23.18706440370396,34.63495266036988
3660,50,Female,57,1.79,18.01,20.13907027507754,46.07975645128026
3661,32,Female,105,1.6,41.27,34.31406965560811,69.3906168158156
3662,42,Female,73,1.88,20.68,24.363976516832675,55.27480596149868
3663,18,Female,65,1.82,19.64,21.015417887367583,51.37157220605613
3664,39,Female,73,1.94,19.55,20.28164109959876,58.65676847891523
3665,45,Male,52,1.85,15.41,17.243213651221772,43.63765344171076
3666,42,Female,103,1.72,34.86,33.40808820599129,68.68289782434059
3667,55,Male,69,1.68,24.71,28.93716029490835,49.55211812636041
3668,45,Female,65,1.68,23.16,25.53811084078568,48.6757369433784
3669,40,Female,72,1.94,19.36,24.61027775370265,54.92895162865225
3670,54,Male,57,1.59,22.89,27.127842737062466,42.17111740806195
3671,19,Female,72,1.94,19.14,20.39499059151932,57.33948827692864
3672,28,Female,85,1.76,27.75,23.73641557883909,65.5485508099878
3673,31,Male,48,1.62,18.54,20.19650991951196,38.82439792415743
3674,24,Male,52,1.57,21.34,27.72028151355652,38.02635989571792
3675,20,Female,81,1.9,22.61,23.187870848913903,62.709422238946686
3676,58,Male,62,1.78,19.82,21.59904921931517,49.23579709027007
3677,40,Female,101,1.83,30.36,31.07172823486376,70.08626673079053
3678,31,Female,47,1.65,17.45,22.036350413451256,37.040529918569305
3679,27,Male,67,1.67,24.08,28.65603570127924,47.92174081945074
3680,25,Male,41,1.67,14.9,17.762959982052138,34.16949012745734
3681,40,Male,73,1.6,28.65,31.45032144679698,50.2743342509191
3682,55,Male,84,1.79,26.52,25.14363290468023,63.59796948418368
3683,30,Female,54,1.76,17.51,23.32755551253981,41.57946664554966
3684,20,Male,51,1.71,17.47,17.857389635200647,41.95023111330303
3685,44,Female,52,1.85,15.23,21.989068242126308,40.67489981855535
3686,52,Female,59,1.71,20.45,26.255794395707365,44.10640937192743
3687,24,Male,87,1.79,27.43,29.38372269305217,62.07170775280714
3688,40,Female,76,1.92,20.86,20.12545306652061,61.41553913715231
3689,23,Male,41,1.75,13.52,14.501620328423552,35.38777934606549
3690,46,Female,84,2.0,21.07,19.06657894834023,68.21068726233885
3691,50,Male,73,1.56,30.15,30.09952251938192,51.29297037527754
3692,36,Female,109,1.77,35.08,35.0,71.435
3693,31,Male,106,1.67,38.04,35.0,68.965
3694,38,Male,83,1.74,27.43,25.163163734486183,62.14450883488268
3695,42,Male,62,1.98,15.9,18.374837943446195,50.893288542261296
3696,33,Female,53,1.66,19.32,20.237839001702365,42.47335073159349
3697,34,Male,125,1.63,47.3,35.0,81.679
3698,29,Male,106,1.81,32.47,33.4063350452785,70.82902204584178
3699,50,Female,75,1.55,31.23,32.07825847805113,50.96847483807044
3700,31,Male,108,1.8,33.36,32.81622385193034,72.6122252608337
3701,23,Female,40,1.64,15.08,18.06665278720554,33.223972294788155
3702,26,Female,71,1.97,18.33,20.863378077583565,56.28196551122257
3703,25,Female,105,1.89,29.48,29.30528556764244,74.4415342972725
3704,39,Female,127,1.82,38.63,35.0,83.1805
3705,54,Female,71,1.86,20.6,24.005622068110146,54.16879258985109
3706,35,Female,58,1.78,18.62,23.392204218732537,45.183277951791545
3707,41,Female,71,1.83,21.34,20.528670094256988,56.78226521765339
3708,44,Female,61,1.65,22.43,22.779353200168547,47.15864900065706
3709,18,Female,60,1.59,23.99,27.056753415279,44.24737337829176
3710,47,Female,68,1.76,22.18,20.82123660147048,54.40372833112963
3711,35,Female,78,1.64,29.07,32.27533655613056,52.95391434676152
3712,27,Male,61,1.81,18.85,24.24976746345172,46.79091863782588
3713,23,Female,41,1.58,16.81,17.40370388644472,34.657405849247795
3714,19,Female,110,1.91,30.34,31.346520614834667,75.985670983501
3715,20,Female,65,1.52,28.26,23.32109053447208,50.071327880989735
3716,29,Female,91,1.99,23.1,26.043988176687712,67.6623552171484
3717,18,Female,125,1.67,44.96,35.0,81.51
3718,43,Female,58,1.61,22.55,26.351704967870266,43.04006361677661
3719,35,Male,101,1.76,32.71,31.71980318480719,69.18149541315336
3720,25,Female,128,1.73,42.8,35.0,83.265
3721,20,Female,124,1.82,37.59,35.0,80.9315
3722,55,Male,88,1.71,30.16,28.717913705746724,62.86367190290196
3723,39,Male,51,1.61,19.98,21.59652614387584,40.59731876270109
3724,34,Female,79,1.64,29.6,29.94489195752417,55.77087151261501
3725,41,Female,66,1.69,23.12,24.64146395500689,49.76677720411345
3726,20,Female,128,1.84,37.85,35.0,83.29750000000001
3727,20,Female,128,1.92,34.72,34.19418754662158,84.23143994032438
3728,34,Male,65,1.62,25.01,25.38021914021196,48.97296217827889
3729,27,Female,52,1.61,20.3,21.99994536015182,41.043628751488114
3730,25,Male,58,1.58,23.25,24.219666287262623,43.9753276535015
3731,30,Male,90,1.99,22.97,27.372228912257768,66.06948335851911
3732,58,Female,109,1.91,29.91,32.69859258303479,73.42583549190906
3733,39,Female,63,1.61,24.47,22.50055468698468,49.16564810657691
3734,28,Male,63,1.62,24.02,26.78078150585165,46.15007341686171
3735,24,Female,57,1.58,22.96,25.002969510952127,42.98829787632224
3736,52,Female,43,1.62,16.7,22.338802521409505,34.03113673511835
3737,43,Female,102,1.63,38.43,35.0,66.3715
3738,22,Female,98,1.88,27.96,25.01878077229651,74.10393896273936
3739,25,Male,104,1.88,29.65,29.27970285947625,74.10779937355484
3740,45,Male,75,1.53,32.09,28.818030679722423,53.47901355032455
3741,52,Male,104,1.99,26.5,27.36351311357981,76.23925663598664
3742,20,Male,54,1.78,17.19,21.964917626658803,42.50570936875895
3743,45,Female,113,1.71,38.87,35.0,73.8725
3744,49,Male,67,1.75,21.94,24.13051109430655,50.97670959573543
3745,45,Male,51,1.65,18.73,23.94877579522917,38.78612434443312
3746,25,Male,62,1.65,23.02,25.977359234612607,46.38258670359174
3747,32,Female,65,1.61,25.22,28.53209150573376,46.72571857355126
3748,20,Male,54,1.78,17.34,18.158389914610645,44.97196474192145
3749,45,Female,89,1.78,28.25,27.17833489214081,65.18995460455554
3750,36,Male,90,1.65,33.16,32.867854520837966,60.60690093858749
3751,49,Female,79,1.73,26.46,26.66134062473278,58.08421822521164
